./mergedHard/NEQ_getSignEQ_odd/libA   #: 1
./mergedHard/NEQ_getSignEQ_odd/libB   #: logN
./nestedMerge/NEQ_getSignEQ_odd/libA  #: logN
./mergedHard/NEQ_getSignEQ_pos2/libA  #: 1
./mergedHard/NEQ_getSignEQ_pos2/libB  #: Infinite
./nestedMerge/NEQ_getSignEQ_pos2/libA #: 1
./mergedHard/NEQ_getSignEQ_is_prime2/libA #: 1
./mergedHard/NEQ_getSignEQ_is_prime2/libB #: 1
./nestedMerge/NEQ_getSignEQ_is_prime2/libA #: 1
./mergedHard/NEQ_getSignEQ_pos/libA   #: 1
./mergedHard/NEQ_getSignEQ_pos/libB   #: N
./nestedMerge/NEQ_getSignEQ_pos/libA  #: N
./mergedHard/NEQ_getSignEQ_UnchLoop/libA #: 1
./mergedHard/NEQ_getSignEQ_UnchLoop/libB #: N
./nestedMerge/NEQ_getSignEQ_UnchLoop/libA #: 1
./mergedHard/NEQ_getSignEQ_LoopMult20/libA #: 1
./mergedHard/NEQ_getSignEQ_LoopMult20/libB #: N
./nestedMerge/NEQ_getSignEQ_LoopMult20/libA #: 1
./mergedHard/NEQ_getSignEXTRA_prime_sum/libA #: N
./mergedHard/NEQ_getSignEXTRA_prime_sum/libB #: N2
./nestedMerge/NEQ_getSignEXTRA_prime_sum/libA #: N2
./mergedHard/NEQ_getSignEXTRA_ultra_prime_sum/libA #: N
./mergedHard/NEQ_getSignEXTRA_ultra_prime_sum/libB #: N2
./nestedMerge/NEQ_getSignEXTRA_ultra_prime_sum/libA #: N2
./mergedHard/NEQ_LoopUnreach20EQ_odd/libA #: 1
./mergedHard/NEQ_LoopUnreach20EQ_odd/libB #: logN
./nestedMerge/NEQ_LoopUnreach20EQ_odd/libA #: 1
./mergedHard/NEQ_LoopUnreach20EQ_pos2/libA #: 1
./mergedHard/NEQ_LoopUnreach20EQ_pos2/libB #: 1
./nestedMerge/NEQ_LoopUnreach20EQ_pos2/libA #: 1
./mergedHard/NEQ_LoopUnreach20EQ_is_prime2/libA #: 1
./mergedHard/NEQ_LoopUnreach20EQ_is_prime2/libB #: 1
./nestedMerge/NEQ_LoopUnreach20EQ_is_prime2/libA #: 1
./mergedHard/NEQ_LoopUnreach20EQ_pos/libA #: 1
./mergedHard/NEQ_LoopUnreach20EQ_pos/libB #: N
./nestedMerge/NEQ_LoopUnreach20EQ_pos/libA #: 1
./mergedHard/NEQ_LoopUnreach20EQ_UnchLoop/libA #: 1
./mergedHard/NEQ_LoopUnreach20EQ_UnchLoop/libB #: 1
./nestedMerge/NEQ_LoopUnreach20EQ_UnchLoop/libA #: 1
./mergedHard/NEQ_LoopUnreach20EQ_LoopMult20/libA #: 1
./mergedHard/NEQ_LoopUnreach20EQ_LoopMult20/libB #: 1
./nestedMerge/NEQ_LoopUnreach20EQ_LoopMult20/libA #: 1
./mergedHard/NEQ_LoopUnreach20EXTRA_prime_sum/libA #: N2
