Instance Name, CC2 Result, CLEVER Result, Reve Result
./mergedHard/EQ_AddEQ_LoopMult20/libA , equiv; 0.180600, equiv; 0.135300, equiv; 0.060000
./mergedHard/EQ_AddEQ_UnchLoop/libA , equiv; 0.155800, equiv; 0.078200, equiv; 0.030000
./mergedHard/EQ_AddEQ_odd/libA , equiv; 0.182300, equiv; 0.103700, equiv; 0.020000
./mergedHard/EQ_AddEQ_pos/libA , equiv; 0.213500, equiv; 0.102200, equiv; 0.020000
./mergedHard/EQ_AddEQ_pos2/libA , equiv; 0.213000, equiv; 0.101400, equiv; 0.020000
./mergedHard/EQ_AddEXTRA_ultra_prime_sum/libA , equiv; 0.456900, timeout; 300.000000, equiv; 0.030000
./mergedHard/EQ_ConstEQ_LoopMult20/libA , equiv; 0.184000, equiv; 0.132700, equiv; 0.020000
./mergedHard/EQ_ConstEQ_UnchLoop/libA , equiv; 0.157300, equiv; 0.075000, equiv; 0.010000
./mergedHard/EQ_ConstEQ_odd/libA , equiv; 0.184900, equiv; 0.101100, equiv; 0.020000
./mergedHard/EQ_ConstEQ_pos/libA , equiv; 0.214700, equiv; 0.101200, equiv; 0.020000
./mergedHard/EQ_ConstEQ_pos2/libA , equiv; 0.214900, equiv; 0.102400, equiv; 0.020000
./mergedHard/EQ_ConstEXTRA_ultra_prime_sum/libA , equiv; 0.460500, timeout; 300.000000, equiv; 0.020000
./mergedHard/EQ_LoopMult20EQ_Add/libA , equiv; 0.639600, equiv; 0.387500, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_Const/libA , equiv; 0.629400, equiv; 0.386200, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_LoopMult20/libA , equiv; 1.089900, equiv; 0.855000, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_LoopUnreach20/libA , equiv; 1.097200, equiv; 0.858600, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_UnchLoop/libA , equiv; 0.651200, equiv; 0.387500, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_divide/libA , not equiv; 0.731800, not equiv; 0.192000, not equiv; 0.060000
./mergedHard/EQ_LoopMult20EQ_getSign2/libA , timeout; 300.000000, timeout; 300.000000, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_is_prime1/libA , equiv; 11.595000, timeout; 300.000000, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_is_prime2/libA , equiv; 12.209000, timeout; 300.000000, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_is_prime3/libA , not equiv; 3.481900, not equiv; 0.458200, unknown; 0.020000
./mergedHard/EQ_LoopMult20EQ_ltfive/libA , timeout; 300.000000, timeout; 300.000000, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_ltfiveBound/libA , equiv; 128.079700, timeout; 300.000000, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_multiple/libA , timeout; 300.000000, timeout; 300.000000, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_multipleBound/libA , timeout; 300.000000, timeout; 300.000000, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_odd/libA , timeout; 300.000000, timeout; 300.000000, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_one/libA , timeout; 300.000000, timeout; 300.000000, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_oneBound/libA , timeout; 300.000000, equiv; 23.973800, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_oneN2/libA , timeout; 300.000000, timeout; 300.000000, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_pos/libA , equiv; 0.700700, equiv; 0.406400, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_pos2/libA , equiv; 0.689000, equiv; 0.404700, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_pos3/libA , equiv; 0.634000, equiv; 0.439200, timeout; 300.000000
./mergedHard/EQ_LoopMult20EXTRA_ultra_prime_sum/libA , timeout; 300.000000, timeout; 300.000000, timeout; 300.000000
./mergedHard/EQ_LoopMult20NEQ_LoopMult20/libA , equiv; 1.132400, equiv; 0.878600, timeout; 300.000000
./mergedHard/EQ_LoopMult20NEQ_LoopUnreach20/libA , equiv; 1.196300, equiv; 0.946300, timeout; 300.000000
./mergedHard/EQ_LoopMult20NEQ_getSign/libA , timeout; 300.000000, timeout; 300.000000, timeout; 300.000000
./mergedHard/EQ_LoopUnreach20EQ_LoopMult20/libA , equiv; 0.417800, equiv; 0.156600, equiv; 0.020000
./mergedHard/EQ_LoopUnreach20EQ_UnchLoop/libA , equiv; 0.331000, equiv; 0.124200, equiv; 0.020000
./mergedHard/EQ_LoopUnreach20EQ_odd/libA , equiv; 0.376200, equiv; 0.147500, equiv; 0.040000
./mergedHard/EQ_LoopUnreach20EQ_pos/libA , equiv; 0.438700, equiv; 0.177200, equiv; 0.080000
./mergedHard/EQ_LoopUnreach20EQ_pos2/libA , equiv; 0.440900, equiv; 0.176300, equiv; 0.080000
